,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,engine_capacity(cc),Power_bhp,Seats,Price,Brand_name,Model_name
4663,Bangalore,2013,45348,Diesel,Manual,Second,19.01,1461,108.45,5.0,6.85,Renault,Duster
4664,Coimbatore,2013,80127,Diesel,Automatic,First,12.8,1968,167.6,5.0,23.68,Audi,Q5
4665,Delhi,2013,68000,Diesel,Automatic,Second,12.39,2179,147.51,5.0,15.75,Land,Rover
4666,Pune,2012,75000,Diesel,Manual,Third,20.54,1598,103.6,5.0,3.5,Volkswagen,Vento
4667,Delhi,2006,48000,Petrol,Automatic,Second,11.62,2979,306.0,5.0,6.99,BMW,5
4668,Coimbatore,2019,41871,Diesel,Manual,First,22.7,1582,126.2,5.0,15.57,Hyundai,Elantra
4669,Coimbatore,2015,84931,Diesel,Manual,First,15.3,2956,83.8,7.0,5.29,Tata,Sumo
4670,Kolkata,2016,15000,Petrol,Manual,First,22.7,799,53.64,5.0,2.25,Datsun,redi-GO
4671,Chennai,2009,110000,Diesel,Automatic,First,11.7,2993,245.0,5.0,20.0,BMW,X5
4672,Mumbai,2011,5900,Petrol,Automatic,First,7.94,4395,450.0,4.0,47.5,BMW,6
4673,Chennai,2002,103653,Petrol,Manual,Second,18.9,1061,47.0,5.0,1.22,Maruti,Alto
4674,Chennai,2012,64806,Petrol,Manual,First,16.47,1198,73.9,5.0,3.65,Volkswagen,Polo
4675,Pune,2016,35000,Petrol,Manual,First,20.62,1198,67.0,7.0,3.1,Datsun,GO
4676,Bangalore,2016,40000,Petrol,Manual,First,15.29,1591,121.3,5.0,11.5,Hyundai,Creta
4677,Kochi,2015,23876,Petrol,Manual,First,24.07,998,67.1,5.0,3.46,Maruti,Alto
4678,Coimbatore,2013,67901,Diesel,Manual,First,14.66,2199,194.3,7.0,8.38,Hyundai,Santa
4679,Pune,2014,68865,Diesel,Manual,First,15.11,1598,103.6,5.0,4.8,Volkswagen,Polo
4680,Pune,2014,71000,Diesel,Manual,Second,25.8,1498,98.6,5.0,4.5,Honda,Amaze
4681,Kolkata,2014,25000,Diesel,Manual,First,22.9,1248,74.0,5.0,3.95,Maruti,Swift
4682,Hyderabad,2012,180000,Diesel,Manual,First,20.5,1598,103.5,5.0,3.65,Skoda,Rapid
4683,Mumbai,2005,131000,Diesel,Automatic,First,11.0,2987,198.5,5.0,10.0,Mercedes-Benz,E-Class
4684,Delhi,2011,65000,Diesel,Manual,Second,12.05,2179,120.0,8.0,4.0,Mahindra,Scorpio
4685,Hyderabad,2012,117777,Diesel,Manual,First,21.64,1461,84.8,5.0,4.75,Nissan,Sunny
4686,Bangalore,2009,65000,Petrol,Manual,Second,17.5,1298,85.8,5.0,3.1,Maruti,Swift
4687,Kochi,2017,46897,Petrol,Manual,First,21.1,814,55.2,5.0,3.61,Hyundai,EON
4688,Coimbatore,2015,36695,Petrol,Manual,First,19.4,1198,86.8,5.0,4.29,Honda,Brio
4689,Kolkata,2011,43000,Petrol,Manual,First,18.06,1198,75.0,5.0,2.13,Nissan,Micra
4690,Mumbai,2008,54000,Petrol,Manual,First,19.7,796,46.3,5.0,1.1,Maruti,Alto
4691,Hyderabad,2011,89000,Diesel,Automatic,First,22.69,1995,190.0,5.0,13.95,BMW,3
4692,Mumbai,2014,7000,Petrol,Manual,First,16.47,1198,74.0,5.0,5.35,Volkswagen,Polo
4693,Hyderabad,2014,58470,Petrol,Manual,First,23.1,998,67.04,5.0,3.9,Maruti,Celerio
4694,Kolkata,2014,37000,Petrol,Manual,First,21.5,1197,81.8,5.0,2.8,Maruti,Wagon
4695,Mumbai,2016,29000,Diesel,Manual,First,26.21,1248,88.5,5.0,8.75,Maruti,Ciaz
4696,Hyderabad,2013,52000,Diesel,Automatic,First,16.55,1968,147.51,5.0,19.5,Audi,A4
4697,Kolkata,2013,32807,Petrol,Manual,First,19.4,1198,86.8,5.0,2.75,Honda,Brio
4698,Hyderabad,2013,86000,Diesel,Automatic,First,11.79,2179,120.0,8.0,8.0,Mahindra,Scorpio
4699,Delhi,2014,66500,Diesel,Manual,First,26.0,1498,98.6,5.0,5.7,Honda,City
4700,Ahmedabad,2012,94000,Diesel,Automatic,First,17.05,1995,184.0,5.0,12.5,BMW,X1
4701,Chennai,2011,29000,Petrol,Manual,Second,18.0,995,62.0,5.0,1.75,Chevrolet,Spark
4702,Chennai,2010,107389,Diesel,Manual,Second,20.0,1399,68.0,5.0,1.9,Ford,Figo
4703,Ahmedabad,2015,36100,Petrol,Manual,First,20.4,1197,81.8,5.0,4.5,Maruti,Swift
4704,Mumbai,2015,16329,Diesel,Automatic,First,19.27,2143,170.0,5.0,30.3,Mercedes-Benz,New
4705,Hyderabad,2014,36000,Diesel,Automatic,First,19.3,1968,141.0,5.0,16.0,Skoda,Octavia
4706,Kochi,2017,41816,Diesel,Automatic,First,18.56,1995,190.0,5.0,32.78,BMW,X3
4707,Jaipur,2015,54680,Petrol,Manual,First,21.1,814,55.2,5.0,2.5,Hyundai,EON
4708,Hyderabad,2017,14000,Diesel,Automatic,First,18.25,1968,187.74,5.0,43.0,Audi,A4
4709,Kochi,2017,23977,Petrol,Manual,First,18.16,1196,86.8,5.0,5.38,Ford,Figo
4710,Hyderabad,2013,30131,Petrol,Manual,First,20.92,998,67.1,5.0,2.65,Maruti,Alto
4711,Hyderabad,2017,2530,Petrol,Manual,First,24.7,796,47.3,5.0,3.3,Maruti,Alto
4712,Hyderabad,2015,39000,Diesel,Automatic,First,19.27,2143,167.62,5.0,34.0,Mercedes-Benz,New
4713,Chennai,2001,140000,Petrol,Manual,Third,20.3,1086,68.0,5.0,0.7,Hyundai,Santro
4714,Kochi,2017,32257,Diesel,Manual,First,24.4,1120,71.0,5.0,6.83,Hyundai,Xcent
4715,Kochi,2016,46983,Diesel,Manual,First,25.8,1498,98.6,5.0,5.77,Honda,Amaze
4716,Chennai,2008,107000,Diesel,Manual,Second,17.8,1248,75.0,5.0,3.1,Maruti,Swift
4717,Mumbai,2017,19000,Petrol,Manual,First,16.2,1199,74.0,5.0,4.95,Volkswagen,Polo
4718,Bangalore,2013,88000,Diesel,Automatic,First,17.11,1968,174.33,5.0,16.25,Audi,A4
4719,Coimbatore,2012,84384,Diesel,Automatic,First,10.2,4367,308.0,7.0,52.54,Land,Rover
4720,Chennai,2011,128000,Diesel,Manual,Third,16.0,2179,140.0,7.0,6.4,Mahindra,XUV500
4721,Bangalore,2011,71000,Diesel,Manual,Third,13.1,2499,141.0,7.0,6.95,Ford,Endeavour
4722,Kolkata,2008,50000,Diesel,Manual,First,17.2,1396,53.5,5.0,0.85,Tata,Indica
4723,Chennai,2016,16000,Petrol,Manual,First,21.4,1197,83.1,5.0,6.95,Maruti,Baleno
4724,Kolkata,2017,82000,Diesel,Manual,First,24.4,1120,71.0,5.0,3.45,Hyundai,Xcent
4725,Delhi,2008,80000,Petrol,Manual,First,13.5,1799,130.0,5.0,2.75,Honda,Civic
4726,Delhi,2015,36000,Petrol,Manual,Second,18.6,1197,81.83,5.0,4.95,Hyundai,i20
4727,Coimbatore,2018,17477,Petrol,Manual,First,17.0,1198,108.5,5.0,9.62,Tata,Nexon
4728,Coimbatore,2016,16725,Petrol,Manual,First,18.6,1197,81.83,5.0,6.79,Hyundai,i20
4729,Mumbai,2014,48241,Petrol,Manual,First,19.1,1197,85.8,5.0,4.5,Maruti,Swift
4730,Kochi,2014,52431,Petrol,Manual,First,22.5,998,67.04,5.0,3.01,Maruti,Wagon
4731,Bangalore,2012,68000,Diesel,Manual,First,21.9,1396,88.76,5.0,4.4,Hyundai,i20
4732,Hyderabad,2012,158000,Diesel,Automatic,First,12.55,2982,168.5,7.0,17.49,Toyota,Fortuner
4733,Coimbatore,2014,31446,Petrol,Manual,First,20.36,1197,78.9,5.0,4.66,Hyundai,i10
4734,Chennai,2015,25000,Petrol,Manual,First,18.9,1197,82.0,5.0,5.5,Hyundai,Grand
4735,Ahmedabad,2016,57000,Petrol,Manual,First,18.6,1197,81.83,5.0,6.0,Hyundai,i20
4736,Kochi,2018,57078,Diesel,Manual,First,24.3,1248,88.5,5.0,10.19,Maruti,Vitara
4737,Kochi,2016,47471,Diesel,Manual,First,25.8,1498,98.6,5.0,5.25,Honda,Amaze
4738,Hyderabad,2014,50000,Diesel,Automatic,First,15.26,2143,203.2,5.0,45.0,Mercedes-Benz,M-Class
4739,Ahmedabad,2010,62000,Diesel,Manual,First,23.0,1396,90.0,5.0,2.7,Hyundai,i20
4740,Coimbatore,2013,65807,Petrol,Manual,First,19.81,1086,68.05,5.0,3.39,Hyundai,i10
4741,Hyderabad,2014,81768,Diesel,Manual,First,26.59,1248,74.0,5.0,5.69,Maruti,Swift
4742,Kochi,2018,9952,Petrol,Automatic,First,10.37,2979,306.0,2.0,58.54,BMW,Z4
4743,Hyderabad,2017,24000,Diesel,Manual,First,27.39,1248,74.0,5.0,8.4,Maruti,Baleno
4744,Hyderabad,2012,72921,Diesel,Manual,First,25.44,936,57.6,5.0,2.5,Chevrolet,Beat
4745,Pune,2012,59000,Petrol,Manual,First,19.4,1198,86.8,5.0,3.25,Honda,Brio
4746,Mumbai,2014,33000,Diesel,Manual,Second,20.0,1399,68.05,5.0,3.25,Ford,Figo
4747,Pune,2016,36789,Petrol,Automatic,First,23.1,998,67.04,5.0,4.25,Maruti,Celerio
4748,Jaipur,2014,41000,Diesel,Automatic,First,14.84,2143,170.0,5.0,18.5,Mercedes-Benz,New
4749,Jaipur,2015,46650,Petrol,Manual,First,19.4,1198,86.8,5.0,4.25,Honda,Brio
4750,Mumbai,2018,3000,Petrol,Automatic,First,21.4,1197,83.1,5.0,8.85,Maruti,Baleno
4751,Coimbatore,2014,14799,Petrol,Manual,First,21.1,814,55.2,5.0,4.14,Hyundai,EON
4752,Hyderabad,2015,68525,Diesel,Manual,First,23.0,1396,90.0,5.0,7.0,Hyundai,i20
4753,Hyderabad,2018,15000,Diesel,Automatic,First,10.91,3198,197.0,7.0,33.0,Ford,Endeavour
4754,Ahmedabad,2017,29000,Petrol,Manual,First,17.4,1497,117.3,5.0,10.0,Honda,City
4755,Kochi,2012,77407,Diesel,Manual,Second,21.5,1248,88.8,5.0,3.53,Maruti,SX4
4756,Jaipur,2007,118000,Petrol,Manual,First,12.9,1598,102.5,5.0,1.35,Chevrolet,Optra
4757,Delhi,2013,75000,Diesel,Manual,First,20.54,1598,103.6,5.0,4.5,Volkswagen,Vento
4758,Pune,2012,69000,Petrol,Manual,First,16.8,1497,116.3,5.0,4.9,Honda,City
4759,Kochi,2016,52553,Diesel,Manual,First,19.67,1582,126.2,5.0,12.26,Hyundai,Creta
4760,Mumbai,2014,58000,Diesel,Manual,Second,24.4,1120,71.0,5.0,3.99,Hyundai,Xcent
4761,Mumbai,2017,24000,Diesel,Automatic,First,17.9,2143,170.0,5.0,46.95,Mercedes-Benz,GLC
4762,Hyderabad,2015,65542,Diesel,Manual,First,20.0,1399,68.0,5.0,3.8,Ford,Figo
4763,Ahmedabad,2013,68008,Diesel,Manual,Second,15.0,1896,105.0,5.0,6.75,Volkswagen,Jetta
4764,Coimbatore,2017,22251,Diesel,Manual,First,18.49,1493,100.0,7.0,8.75,Mahindra,TUV
4765,Chennai,2013,55000,Petrol,Manual,Second,15.8,1499,110.0,5.0,5.2,Ford,Ecosport
4766,Kochi,2017,19387,Petrol,Manual,First,17.1,1591,121.3,5.0,8.42,Hyundai,Verna
4767,Pune,2014,58000,CNG,Manual,First,35.910000000000004,998,58.16,5.0,3.0,Maruti,Wagon
4768,Mumbai,2016,24001,Petrol,Manual,First,18.6,1197,81.83,5.0,5.75,Hyundai,i20
4769,Kolkata,2008,17000,Diesel,Automatic,First,15.2,1968,140.8,5.0,9.75,Audi,A4
4770,Delhi,2015,28500,Petrol,Manual,First,19.49,1198,67.04,5.0,3.5,Nissan,Micra
4771,Jaipur,2014,66000,Diesel,Automatic,First,15.26,2143,203.2,5.0,30.0,Mercedes-Benz,M-Class
4772,Delhi,2017,22000,Diesel,Automatic,First,12.83,2179,147.5,5.0,35.0,Land,Rover
4773,Coimbatore,2018,44383,Petrol,Manual,First,15.8,1591,121.3,5.0,13.25,Hyundai,Creta
4774,Mumbai,2013,45000,Diesel,Manual,First,20.5,1598,103.5,5.0,3.65,Skoda,Rapid
4775,Jaipur,2015,58000,Diesel,Manual,First,23.4,1248,74.0,5.0,5.25,Maruti,Swift
4776,Delhi,2016,69000,Petrol,Manual,First,15.8,1591,121.3,5.0,9.7,Hyundai,Creta
4777,Coimbatore,2017,60993,Diesel,Manual,First,24.0,1120,70.0,5.0,5.21,Hyundai,Grand
4778,Pune,2016,67000,Diesel,Manual,First,18.49,1493,100.0,7.0,6.3,Mahindra,TUV
4779,Kochi,2014,51134,Diesel,Manual,First,24.0,1120,70.0,5.0,4.72,Hyundai,Grand
4780,Chennai,2011,55000,Diesel,Automatic,Second,11.7,2993,245.0,5.0,28.0,BMW,X5
4781,Coimbatore,2018,25082,Diesel,Automatic,First,28.4,1248,73.75,5.0,8.37,Maruti,Dzire
4782,Delhi,2012,68350,Diesel,Manual,First,12.55,2982,168.5,7.0,14.0,Toyota,Fortuner
4783,Hyderabad,2015,50000,Diesel,Automatic,First,17.68,1968,174.33,5.0,36.0,Audi,A6
4784,Pune,2015,97000,Diesel,Manual,First,27.3,1498,98.6,5.0,6.4,Honda,Jazz
4785,Coimbatore,2015,56238,Diesel,Automatic,First,11.33,4134,335.2,7.0,51.69,Audi,Q7
4786,Jaipur,2014,72618,Diesel,Manual,First,12.05,2179,120.0,7.0,8.0,Mahindra,Scorpio
4787,Hyderabad,2012,62005,Diesel,Manual,First,18.3,1991,147.9,5.0,9.8,Chevrolet,Cruze
4788,Hyderabad,2012,61250,Diesel,Manual,First,25.44,936,57.6,5.0,2.7,Chevrolet,Beat
4789,Coimbatore,2014,28469,Diesel,Automatic,First,18.25,1968,187.74,5.0,24.37,Audi,A4
4790,Kochi,2018,21488,Petrol,Automatic,First,14.3,1598,103.52,5.0,9.72,Skoda,Rapid
4791,Pune,2014,197000,Diesel,Manual,First,23.4,1248,74.0,5.0,5.0,Maruti,Swift
4792,Pune,2009,138205,Diesel,Manual,Second,11.5,2982,171.0,7.0,10.5,Toyota,Fortuner
4793,Jaipur,2012,160000,Diesel,Manual,Second,22.9,1248,74.0,5.0,3.9,Maruti,Swift
4794,Coimbatore,2012,67590,Petrol,Manual,First,17.0,1497,118.0,5.0,5.65,Honda,City
4795,Mumbai,2012,52000,Diesel,Automatic,First,15.26,2143,203.2,5.0,29.95,Mercedes-Benz,M-Class
4796,Bangalore,2008,100000,Diesel,Manual,Second,17.8,1248,75.0,5.0,3.0,Maruti,Swift
4797,Kolkata,2017,60048,Diesel,Manual,First,26.1,1498,99.0,5.0,6.0,Ford,Aspire
4798,Mumbai,2009,48000,Petrol,Manual,First,20.36,1197,78.9,5.0,2.11,Hyundai,i10
4799,Jaipur,2011,100000,Petrol,Manual,First,19.7,796,46.3,5.0,1.5,Maruti,Alto
4800,Bangalore,2006,80010,Petrol,Manual,Second,20.4,1197,81.8,5.0,2.85,Maruti,Swift
4801,Coimbatore,2017,26493,Diesel,Automatic,First,19.27,2143,170.0,5.0,33.64,Mercedes-Benz,New
4802,Hyderabad,2011,96000,Diesel,Manual,Second,17.88,1396,52.8,5.0,0.91,Tata,Indica
4803,Jaipur,2014,45700,Petrol,Manual,Second,22.74,796,47.3,5.0,2.42,Maruti,Alto
4804,Kolkata,2005,13000,Petrol,Automatic,First,9.3,2771,193.1,5.0,3.25,Skoda,Superb
4805,Kolkata,2013,38000,Petrol,Manual,First,16.47,1198,73.9,5.0,2.8,Volkswagen,Polo
4806,Coimbatore,2019,8018,Petrol,Automatic,First,22.0,1197,81.8,5.0,8.3,Maruti,Dzire
4807,Bangalore,2010,144400,Diesel,Manual,Third,12.05,2179,120.0,8.0,5.25,Mahindra,Scorpio
4808,Jaipur,2010,152000,Diesel,Manual,First,17.8,1248,75.0,5.0,2.9,Maruti,Swift
4809,Pune,2013,71000,Diesel,Automatic,First,18.88,1995,184.0,5.0,15.0,BMW,3
4810,Jaipur,2012,80000,Petrol,Manual,Second,25.4,624,37.5,4.0,0.53,Tata,Nano
4811,Mumbai,2014,87143,Diesel,Manual,First,12.99,2494,100.0,8.0,12.5,Toyota,Innova
4812,Mumbai,2012,25000,Petrol,Manual,First,18.4,1198,86.8,5.0,2.75,Honda,Brio
4813,Pune,2018,2000,Petrol,Automatic,First,23.84,1199,83.83,5.0,5.0,Tata,Tiago
4814,Kochi,2014,45239,Diesel,Manual,First,12.05,2179,120.0,8.0,7.09,Mahindra,Scorpio
4815,Hyderabad,2011,101999,Diesel,Automatic,First,16.73,1995,218.0,5.0,19.99,BMW,5
4816,Mumbai,2014,74219,Diesel,Manual,First,21.43,1364,87.2,5.0,10.75,Toyota,Corolla
4817,Mumbai,2016,25000,Petrol,Automatic,First,18.0,1497,117.3,5.0,9.45,Honda,City
4818,Hyderabad,2008,109606,Diesel,Manual,First,22.0,1582,126.2,5.0,2.9,Hyundai,Verna
4819,Kolkata,2015,36000,Diesel,Manual,First,26.59,1248,74.0,5.0,4.7,Maruti,Swift
4820,Coimbatore,2016,41810,Petrol,Manual,First,20.73,1373,91.1,5.0,7.11,Maruti,Ciaz
4821,Jaipur,2014,93321,Diesel,Manual,First,22.7,1498,89.84,5.0,6.25,Ford,Ecosport
4822,Hyderabad,2011,81000,Petrol,Manual,First,20.92,998,67.1,5.0,2.2,Maruti,Alto
4823,Kochi,2019,25717,Petrol,Automatic,First,19.0,1199,88.76,5.0,8.86,Honda,Amaze
4824,Delhi,2015,37000,Diesel,Manual,First,15.1,2179,140.0,7.0,9.3,Mahindra,XUV500
4825,Coimbatore,2017,56380,Diesel,Manual,First,18.49,1493,100.0,7.0,7.57,Mahindra,TUV
4826,Chennai,2017,8000,Petrol,Manual,First,18.2,1199,88.7,5.0,7.9,Honda,Jazz
4827,Kochi,2018,14589,Petrol,Manual,First,16.1,1298,88.2,5.0,5.65,Maruti,Swift
4828,Delhi,2013,65088,Petrol,Manual,First,16.47,1198,73.9,5.0,3.25,Volkswagen,Polo
4829,Coimbatore,2019,24864,Diesel,Manual,First,20.5,1582,126.2,5.0,16.27,Hyundai,Creta
4830,Coimbatore,2011,64831,Petrol,Manual,First,18.6,1199,79.4,5.0,3.21,Chevrolet,Beat
4831,Kolkata,2013,38001,Diesel,Manual,First,25.8,1498,98.6,5.0,3.9,Honda,Amaze
4832,Mumbai,2008,77000,Petrol,Automatic,Second,10.0,2496,157.7,5.0,6.5,Mercedes-Benz,E-Class
4833,Hyderabad,2016,27000,Diesel,Automatic,First,18.59,2993,265.0,5.0,48.0,BMW,5
4834,Mumbai,2016,39000,Diesel,Automatic,First,20.38,1968,143.0,5.0,18.9,Audi,A3
4835,Pune,2015,131000,Diesel,Manual,First,26.59,1248,74.0,5.0,3.6,Maruti,Swift
4836,Kolkata,2015,43000,Diesel,Manual,First,26.59,1248,74.0,5.0,5.5,Maruti,Swift
4837,Pune,2011,68000,Diesel,Manual,Second,12.8,2494,102.0,7.0,7.0,Toyota,Innova
4838,Bangalore,2016,45165,Diesel,Automatic,First,16.09,1995,184.0,5.0,41.75,BMW,X3
4839,Hyderabad,2007,120000,Diesel,Automatic,First,16.73,1995,218.0,5.0,10.5,BMW,5
4840,Coimbatore,2014,86091,Diesel,Manual,First,15.1,2179,140.0,7.0,10.09,Mahindra,XUV500
4841,Delhi,2009,71499,Petrol,Manual,First,17.0,1497,118.0,5.0,3.0,Honda,City
4842,Chennai,2014,50000,Diesel,Manual,First,17.0,2200,139.01,7.0,12.0,Force,One
4843,Jaipur,2015,66000,Diesel,Manual,First,20.14,1498,88.0,5.0,4.91,Volkswagen,Polo
4844,Kolkata,2010,45000,Petrol,Manual,First,16.0,1198,90.0,5.0,2.0,Honda,Jazz
4845,Hyderabad,2015,69189,Diesel,Manual,First,23.59,1364,67.06,5.0,5.3,Toyota,Etios
4846,Mumbai,2014,40206,Diesel,Manual,First,19.01,1461,108.5,5.0,7.22,Nissan,Terrano
4847,Kochi,2017,36723,Diesel,Automatic,First,18.56,1995,190.0,5.0,32.57,BMW,X3
4848,Mumbai,2010,57500,Petrol,Manual,First,18.5,1197,80.0,5.0,2.75,Hyundai,i20
4849,Kochi,2018,43912,CNG,Manual,First,20.385,1196,73.0,5.0,4.33,Maruti,Eeco
4850,Hyderabad,2011,52000,Diesel,Manual,First,17.8,1399,68.0,5.0,3.75,Ford,Fiesta
4851,Kochi,2014,60952,Petrol,Automatic,First,16.8,1497,118.0,5.0,5.91,Honda,City
4852,Chennai,2013,87192,Diesel,Manual,First,25.2,1248,74.0,5.0,4.35,Maruti,Swift
4853,Delhi,2014,58000,Diesel,Manual,First,24.0,1120,70.0,5.0,3.25,Hyundai,Grand
4854,Pune,2017,59500,Diesel,Automatic,First,14.75,2967,245.0,7.0,68.0,Audi,Q7
4855,Mumbai,2016,16650,Petrol,Manual,First,17.0,1198,74.0,5.0,5.5,Volkswagen,Ameo
4856,Kochi,2018,34696,Petrol,Automatic,First,18.0,1497,117.3,5.0,12.08,Honda,City
4857,Kochi,2018,42243,Diesel,Manual,First,27.39,1248,74.0,5.0,7.48,Maruti,Baleno
4858,Jaipur,2016,57824,Diesel,Manual,First,24.0,1120,70.0,5.0,5.5,Hyundai,Grand
4859,Jaipur,2011,110000,Diesel,Manual,First,19.3,1248,73.9,5.0,3.5,Maruti,Swift
4860,Hyderabad,2013,63455,Diesel,Manual,First,11.5,2982,171.0,7.0,19.0,Toyota,Fortuner
4861,Hyderabad,2017,17151,Diesel,Manual,First,27.3,1498,98.6,5.0,8.4,Honda,Jazz
4862,Pune,2016,31001,Diesel,Manual,First,24.3,1248,88.5,5.0,7.25,Maruti,Vitara
4863,Kolkata,2014,42109,Diesel,Manual,First,23.4,1248,74.0,5.0,4.25,Maruti,Swift
4864,Delhi,2015,55000,Diesel,Automatic,Second,21.66,1498,103.52,5.0,5.7,Skoda,Rapid
4865,Hyderabad,2013,30852,Petrol,Manual,First,22.74,796,47.3,5.0,2.49,Maruti,Alto
4866,Pune,2011,65000,Petrol,Manual,Second,16.47,1198,73.9,5.0,3.0,Volkswagen,Polo
4867,Delhi,2015,65000,Diesel,Manual,First,26.0,1498,98.6,5.0,5.95,Honda,City
4868,Delhi,2013,72000,Diesel,Manual,First,23.4,1248,74.0,5.0,2.69,Maruti,Swift
4869,Bangalore,2014,29000,Diesel,Automatic,First,17.11,1968,174.33,5.0,26.0,Audi,A4
4870,Kolkata,2015,32000,Petrol,Manual,First,17.8,1497,117.3,5.0,5.5,Honda,City
4871,Chennai,2016,29875,Petrol,Manual,First,18.16,1196,86.8,5.0,4.85,Ford,Figo
4872,Kochi,2018,32539,Diesel,Manual,First,24.3,1248,88.5,5.0,8.39,Maruti,Vitara
4873,Hyderabad,2015,83090,Diesel,Manual,First,19.01,1461,108.45,5.0,7.99,Renault,Duster
4874,Hyderabad,2016,62679,Diesel,Manual,First,21.19,1396,88.73,5.0,6.95,Hyundai,i20
4875,Mumbai,2010,93000,Petrol,Manual,First,15.7,1390,75.0,5.0,1.5,Mahindra,Logan
4876,Mumbai,2006,44000,Petrol,Manual,First,17.7,1497,78.0,5.0,1.55,Honda,City
4877,Bangalore,2010,78400,Petrol,Manual,Second,15.6,1196,70.0,5.0,2.75,Ford,Figo
4878,Mumbai,2014,71300,Petrol,Manual,First,13.06,1598,102.53,5.0,4.25,Renault,Duster
4879,Kolkata,2015,18000,Petrol,Manual,First,20.36,1197,78.9,5.0,2.85,Hyundai,i10
4880,Coimbatore,2019,24013,Diesel,Automatic,First,12.81,1999,148.31,7.0,56.14,Land,Rover
4881,Ahmedabad,2009,99100,Petrol,Automatic,Second,9.74,1984,208.0,5.0,10.0,Audi,Q5
4882,Mumbai,2003,62000,Petrol,Manual,Second,11.3,1298,83.1,8.0,1.25,Maruti,Versa
4883,Kolkata,2017,14000,Diesel,Manual,First,26.59,1248,74.0,5.0,7.5,Maruti,Swift
4884,Coimbatore,2015,44811,Diesel,Automatic,First,17.11,1968,174.33,5.0,25.81,Audi,A4
4885,Ahmedabad,2014,44000,Petrol,Manual,First,16.47,1198,74.0,5.0,4.3,Volkswagen,Polo
4886,Chennai,2010,136000,Diesel,Manual,Second,11.5,2982,171.0,7.0,11.0,Toyota,Fortuner
4887,Jaipur,2010,144113,Diesel,Manual,Second,11.5,2982,171.0,7.0,11.75,Toyota,Fortuner
4888,Coimbatore,2012,94989,Petrol,Manual,First,12.8,2354,177.6,5.0,6.58,Honda,Accord
4889,Chennai,2012,58133,Diesel,Manual,First,22.9,1248,74.0,5.0,4.8,Maruti,Swift
4890,Pune,2008,61000,Petrol,Manual,Second,17.5,1198,70.0,5.0,1.65,Skoda,Fabia
4891,Kolkata,2017,27000,Diesel,Manual,First,17.1,1956,170.0,5.0,15.0,Jeep,Compass
4892,Ahmedabad,2014,18050,Petrol,Manual,Second,25.4,624,37.5,4.0,1.0,Tata,Nano
4893,Hyderabad,2007,145277,Petrol,Manual,First,15.3,1596,101.0,5.0,1.65,Ford,Fiesta
4894,Ahmedabad,2015,42000,Diesel,Manual,First,27.62,793,47.0,5.0,3.6,Maruti,Celerio
4895,Delhi,2011,86000,Diesel,Manual,First,11.5,2982,171.0,7.0,11.5,Toyota,Fortuner
4896,Ahmedabad,2015,42150,Diesel,Manual,First,27.62,793,47.0,5.0,3.6,Maruti,Celerio
4897,Pune,2015,30158,Petrol,Manual,First,21.1,814,55.2,5.0,3.05,Hyundai,EON
4898,Bangalore,2011,47000,Diesel,Manual,Second,23.5,1498,90.0,5.0,6.0,Ford,Fiesta
4899,Ahmedabad,2013,39000,Petrol,Manual,First,16.47,1198,74.0,5.0,3.75,Volkswagen,Polo
4900,Coimbatore,2016,32125,Petrol,Manual,First,16.2,1199,74.0,5.0,6.17,Volkswagen,Polo
4901,Coimbatore,2017,58829,Diesel,Manual,First,24.3,1248,88.5,5.0,9.05,Maruti,Vitara
4902,Coimbatore,2013,67559,Petrol,Manual,First,19.4,1198,86.8,5.0,4.05,Honda,Brio
4903,Pune,2013,55000,Petrol,Manual,First,17.5,1298,85.8,5.0,4.25,Maruti,Swift
4904,Kolkata,2018,30000,Petrol,Manual,First,23.1,998,67.04,5.0,3.75,Maruti,Celerio
4905,Mumbai,2016,28000,Petrol,Automatic,First,13.0,1591,121.3,5.0,11.85,Hyundai,Creta
4906,Kochi,2016,31826,Diesel,Manual,First,22.7,1498,89.84,5.0,8.24,Ford,Ecosport
4907,Jaipur,2008,100009,Petrol,Manual,Second,13.1,1997,141.1,5.0,6.5,Honda,CR-V
4908,Coimbatore,2019,17201,Diesel,Automatic,First,12.51,2179,187.7,7.0,58.91,Land,Rover
4909,Delhi,2014,74345,Diesel,Manual,First,15.1,2179,140.0,7.0,8.0,Mahindra,XUV500
4910,Kochi,2015,58134,Petrol,Manual,First,16.47,1198,74.0,5.0,4.64,Volkswagen,Polo
4911,Kochi,2010,30566,Petrol,Automatic,First,19.2,1197,80.0,5.0,3.32,Hyundai,i10
4912,Chennai,2012,55231,Petrol,Manual,Second,20.36,1197,78.9,5.0,2.78,Hyundai,i10
4913,Kochi,2016,67774,Diesel,Automatic,First,14.81,1998,163.7,5.0,8.95,Chevrolet,Cruze
4914,Mumbai,2013,50319,Petrol,Automatic,First,12.0,1991,181.03,5.0,21.95,Mercedes-Benz,E-Class
4915,Ahmedabad,2013,45000,Petrol,Manual,First,11.7,2359,134.0,5.0,7.9,Hyundai,Sonata
4916,Kolkata,2007,43627,Petrol,Automatic,First,11.74,1796,186.0,5.0,29.0,Mercedes-Benz,New
